spis_class_path,spis_domain,spis_family,family_id,current_project_mapping,mapping_status,evidence_code_paths,evidence_config_route_paths,evidence_test_paths,evidence_gate_artifacts,evidence_documentation_paths,key_difference,next_action,notes
Circ/CircField/CircField.java,Circ,Circ/CircField,circ_circfield,SurfaceCircuitCoupling + SurfaceCurrentLinearizationKernel 中的 CircField/CurrentDistribution 视图。,已等价实现,Tools/Coupling/include/SurfaceCircuitCoupling.h | Tools/Coupling/src/SurfaceCircuitCoupling.cpp | Tools/Coupling/src/SurfaceCurrentLinearizationKernel.cpp,Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | documentation/contracts/config_schema_v1.json | scripts/run/surface_reference_matrix.json,"Tools/Coupling/test/Coupling_test.cpp::CircuitKernelInputComposerMergesDidvAndTopologyState, SurfaceCircuitKernelInputAppliesBiasCapacitanceAndBranchSource | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::ScdatUnifiedRouteExportsCircFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目把 CircField 语义并入线性化与 current distribution 内核，而非独立 Java field 类树。,保持现有代码路径、测试和 gate 证据不回退。,
Circ/CircField/CurrentDistribution.java,Circ,Circ/CircField,circ_circfield,SurfaceCircuitCoupling + SurfaceCurrentLinearizationKernel 中的 CircField/CurrentDistribution 视图。,已等价实现,Tools/Coupling/include/SurfaceCircuitCoupling.h | Tools/Coupling/src/SurfaceCircuitCoupling.cpp | Tools/Coupling/src/SurfaceCurrentLinearizationKernel.cpp,Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | documentation/contracts/config_schema_v1.json | scripts/run/surface_reference_matrix.json,"Tools/Coupling/test/Coupling_test.cpp::CircuitKernelInputComposerMergesDidvAndTopologyState, SurfaceCircuitKernelInputAppliesBiasCapacitanceAndBranchSource | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::ScdatUnifiedRouteExportsCircFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目把 CircField 语义并入线性化与 current distribution 内核，而非独立 Java field 类树。,保持现有代码路径、测试和 gate 证据不回退。,
Circ/CircField/DirCircField.java,Circ,Circ/CircField,circ_circfield,SurfaceCircuitCoupling + SurfaceCurrentLinearizationKernel 中的 CircField/CurrentDistribution 视图。,已等价实现,Tools/Coupling/include/SurfaceCircuitCoupling.h | Tools/Coupling/src/SurfaceCircuitCoupling.cpp | Tools/Coupling/src/SurfaceCurrentLinearizationKernel.cpp,Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | documentation/contracts/config_schema_v1.json | scripts/run/surface_reference_matrix.json,"Tools/Coupling/test/Coupling_test.cpp::CircuitKernelInputComposerMergesDidvAndTopologyState, SurfaceCircuitKernelInputAppliesBiasCapacitanceAndBranchSource | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::ScdatUnifiedRouteExportsCircFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目把 CircField 语义并入线性化与 current distribution 内核，而非独立 Java field 类树。,保持现有代码路径、测试和 gate 证据不回退。,
Circ/DIDV/DIDV.java,Circ,Circ/DIDV,circ_didv,SurfaceCircuitCoupling 中的 DIDV 组合、约化与矩阵构造路径。,已等价实现,Tools/Coupling/include/SurfaceCircuitCoupling.h | Tools/Coupling/src/SurfaceCircuitCoupling.cpp | Tools/Coupling/src/SurfaceCurrentLinearizationKernel.cpp | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp,Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp | scripts/run/surface_reference_matrix.json,"Tools/Coupling/test/Coupling_test.cpp::CircuitDidvCompositionSupportsWeightedTerms, CircuitDidvCompositionSupportsMultiSurfaceAggregation, SurfDidvFromMatricesBuildsExplicitNodeAndOffDiagonalRoute, ReducedRegularDidvAggregatesMappedNodesAndInternalCouplings, ReducedSurfDidvAggregatesMappedSurfaceMatrices | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::ReferenceDidvMatchesFiniteDifferenceAcrossGeoLeoRoutes, ScdatUnifiedRouteExportsCircFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目用组合器和 reduction kernel 实现 DIDV，不保留所有 Java DIDV 包装类的形状。,保持现有代码路径、测试和 gate 证据不回退。,
Circ/DIDV/DIDVfromSurfDIDV.java,Circ,Circ/DIDV,circ_didv,SurfaceCircuitCoupling 中的 DIDV 组合、约化与矩阵构造路径。,聚合等价实现,Tools/Coupling/include/SurfaceCircuitCoupling.h | Tools/Coupling/src/SurfaceCircuitCoupling.cpp | Tools/Coupling/src/SurfaceCurrentLinearizationKernel.cpp | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp,Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp | scripts/run/surface_reference_matrix.json,"Tools/Coupling/test/Coupling_test.cpp::CircuitDidvCompositionSupportsWeightedTerms, CircuitDidvCompositionSupportsMultiSurfaceAggregation, SurfDidvFromMatricesBuildsExplicitNodeAndOffDiagonalRoute, ReducedRegularDidvAggregatesMappedNodesAndInternalCouplings, ReducedSurfDidvAggregatesMappedSurfaceMatrices | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::ReferenceDidvMatchesFiniteDifferenceAcrossGeoLeoRoutes, ScdatUnifiedRouteExportsCircFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目用组合器和 reduction kernel 实现 DIDV，不保留所有 Java DIDV 包装类的形状。,继续维护 DIDV reduction 与 reference matrix 对照。,family 已封板；当前结论属于 class 级聚合承载差异，不直接推翻 sealoff。
Circ/DIDV/DIDVOnCirc.java,Circ,Circ/DIDV,circ_didv,SurfaceCircuitCoupling 中的 DIDV 组合、约化与矩阵构造路径。,已等价实现,Tools/Coupling/include/SurfaceCircuitCoupling.h | Tools/Coupling/src/SurfaceCircuitCoupling.cpp | Tools/Coupling/src/SurfaceCurrentLinearizationKernel.cpp | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp,Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp | scripts/run/surface_reference_matrix.json,"Tools/Coupling/test/Coupling_test.cpp::CircuitDidvCompositionSupportsWeightedTerms, CircuitDidvCompositionSupportsMultiSurfaceAggregation, SurfDidvFromMatricesBuildsExplicitNodeAndOffDiagonalRoute, ReducedRegularDidvAggregatesMappedNodesAndInternalCouplings, ReducedSurfDidvAggregatesMappedSurfaceMatrices | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::ReferenceDidvMatchesFiniteDifferenceAcrossGeoLeoRoutes, ScdatUnifiedRouteExportsCircFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目用组合器和 reduction kernel 实现 DIDV，不保留所有 Java DIDV 包装类的形状。,保持现有代码路径、测试和 gate 证据不回退。,
Circ/DIDV/LocalSurfDIDV.java,Circ,Circ/DIDV,circ_didv,SurfaceCircuitCoupling 中的 DIDV 组合、约化与矩阵构造路径。,聚合等价实现,Tools/Coupling/include/SurfaceCircuitCoupling.h | Tools/Coupling/src/SurfaceCircuitCoupling.cpp | Tools/Coupling/src/SurfaceCurrentLinearizationKernel.cpp | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp,Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp | scripts/run/surface_reference_matrix.json,"Tools/Coupling/test/Coupling_test.cpp::CircuitDidvCompositionSupportsWeightedTerms, CircuitDidvCompositionSupportsMultiSurfaceAggregation, SurfDidvFromMatricesBuildsExplicitNodeAndOffDiagonalRoute, ReducedRegularDidvAggregatesMappedNodesAndInternalCouplings, ReducedSurfDidvAggregatesMappedSurfaceMatrices | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::ReferenceDidvMatchesFiniteDifferenceAcrossGeoLeoRoutes, ScdatUnifiedRouteExportsCircFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目用组合器和 reduction kernel 实现 DIDV，不保留所有 Java DIDV 包装类的形状。,继续维护 DIDV reduction 与 reference matrix 对照。,family 已封板；当前结论属于 class 级聚合承载差异，不直接推翻 sealoff。
Circ/DIDV/MultipleDIDV.java,Circ,Circ/DIDV,circ_didv,SurfaceCircuitCoupling 中的 DIDV 组合、约化与矩阵构造路径。,已等价实现,Tools/Coupling/include/SurfaceCircuitCoupling.h | Tools/Coupling/src/SurfaceCircuitCoupling.cpp | Tools/Coupling/src/SurfaceCurrentLinearizationKernel.cpp | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp,Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp | scripts/run/surface_reference_matrix.json,"Tools/Coupling/test/Coupling_test.cpp::CircuitDidvCompositionSupportsWeightedTerms, CircuitDidvCompositionSupportsMultiSurfaceAggregation, SurfDidvFromMatricesBuildsExplicitNodeAndOffDiagonalRoute, ReducedRegularDidvAggregatesMappedNodesAndInternalCouplings, ReducedSurfDidvAggregatesMappedSurfaceMatrices | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::ReferenceDidvMatchesFiniteDifferenceAcrossGeoLeoRoutes, ScdatUnifiedRouteExportsCircFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目用组合器和 reduction kernel 实现 DIDV，不保留所有 Java DIDV 包装类的形状。,保持现有代码路径、测试和 gate 证据不回退。,
Circ/DIDV/MultipleSurfDIDV.java,Circ,Circ/DIDV,circ_didv,SurfaceCircuitCoupling 中的 DIDV 组合、约化与矩阵构造路径。,已等价实现,Tools/Coupling/include/SurfaceCircuitCoupling.h | Tools/Coupling/src/SurfaceCircuitCoupling.cpp | Tools/Coupling/src/SurfaceCurrentLinearizationKernel.cpp | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp,Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp | scripts/run/surface_reference_matrix.json,"Tools/Coupling/test/Coupling_test.cpp::CircuitDidvCompositionSupportsWeightedTerms, CircuitDidvCompositionSupportsMultiSurfaceAggregation, SurfDidvFromMatricesBuildsExplicitNodeAndOffDiagonalRoute, ReducedRegularDidvAggregatesMappedNodesAndInternalCouplings, ReducedSurfDidvAggregatesMappedSurfaceMatrices | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::ReferenceDidvMatchesFiniteDifferenceAcrossGeoLeoRoutes, ScdatUnifiedRouteExportsCircFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目用组合器和 reduction kernel 实现 DIDV，不保留所有 Java DIDV 包装类的形状。,保持现有代码路径、测试和 gate 证据不回退。,
Circ/DIDV/NullSurfDIDV.java,Circ,Circ/DIDV,circ_didv,SurfaceCircuitCoupling 中的 DIDV 组合、约化与矩阵构造路径。,聚合等价实现,Tools/Coupling/include/SurfaceCircuitCoupling.h | Tools/Coupling/src/SurfaceCircuitCoupling.cpp | Tools/Coupling/src/SurfaceCurrentLinearizationKernel.cpp | Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp,Toolkit/Surface Charging/src/DensePlasmaSurfaceCharging.cpp | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp | scripts/run/surface_reference_matrix.json,"Tools/Coupling/test/Coupling_test.cpp::CircuitDidvCompositionSupportsWeightedTerms, CircuitDidvCompositionSupportsMultiSurfaceAggregation, SurfDidvFromMatricesBuildsExplicitNodeAndOffDiagonalRoute, ReducedRegularDidvAggregatesMappedNodesAndInternalCouplings, ReducedSurfDidvAggregatesMappedSurfaceMatrices | Toolkit/Surface Charging/test/SurfaceCharging_smoke_test.cpp::ReferenceDidvMatchesFiniteDifferenceAcrossGeoLeoRoutes, ScdatUnifiedRouteExportsCircFamilyMetadata",build_codex/surface_family_coverage_gate_round47/surface_family_coverage_gate.json | build_codex/surface_round47_sealoff/surface_round26_sealoff.json | scripts/run/surface_reference_matrix.json,Toolkit/Surface Charging/docs/surface_num_alignment_refactor_plan.md | documentation/contracts/surface_family_coverage_matrix_v1.json,当前项目用组合器和 reduction kernel 实现 DIDV，不保留所有 Java DIDV 包装类的形状。,继续维护 DIDV reduction 与 reference matrix 对照。,family 已封板；当前结论属于 class 级聚合承载差异，不直接推翻 sealoff。
